Description,Category,Amount,Currency
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind12.06,Sale of Goods,798.4,DKK
Dk-Ind19.07,Sale of Goods,601.75,DKK
Dk3dsf21.03,Sale of Goods,385.0,DKK
Dk-Ind22.05,Sale of Goods,466.1,DKK
"FiverrEU, Nicosia",Professional fees,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk3dsf15.03,Sale of Goods,464.4,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
SKATTEKONTOEN,VAT and income tax,-669467.67,DKK
Dk-Ind01.08,Sale of Goods,180.8,DKK
Fødevaredirektorat,Professional fees,-563.0,DKK
Dk-Ind03.07,Sale of Goods,516.85,DKK
"Clearing: 3 invoices / Funds: 159,00",Sale of Goods,159.0,EUR
Dk-Ind07.07,Sale of Goods,149.58,DKK
Dk-Ind08.06,Sale of Goods,164.95,DKK
"Datafeedwatch, Mijdrecht",Sale of Goods,-368.53,DKK
Dk-Ind12.06,Sale of Goods,233.45,DKK
Dk-Ind04.05,Sale of Goods,623.8,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind30.06,Sale of Goods,430.1,DKK
Advis 122303301202465 / OVERFØRSEL,Sale of Goods,3348.53,DKK
"Shopify* 168090564, Dublin",Software and subscription services,-9116.5,DKK
Dk3dsf06.08,Sale of Goods,170.8,DKK
Dk-Ind22.05,Sale of Goods,1779.9,DKK
"Udenlandsk overførsel til M Cap Aps 20000,00 DKK KRON23081700K2EV",Transfer,-20000.0,DKK
20790193MI 1030000751362859 ROLLZONE*,Inventory / Equipment,-189.91,EUR
"Ads4649893433, 650-253-0000",Marketing and advertising,0.0,DKK
[ViaBill] Overførsel,Sale of Goods,643.11,DKK
Dk3dsf27.04,Sale of Goods,693.0,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,0.0,DKK
Til 5501 8035636030,Debit-/Credit payments,-100.0,DKK
Dk-Ind28.04,Sale of Goods,465.4,DKK
Dk-Ind01.06,Sale of Goods,770.3,DKK
Fragt,Shipping & Logistics,0.0,DKK
-2900.00 EUR to UA Trading Company,Inventory / Equipment,-2900.0,EUR
-2274.37 EUR to GoCardless,Loans/ Debts,-2274.37,EUR
Dk3dsf23.08,Sale of Goods,200.95,DKK
Dk-Ind15.08,Sale of Goods,415.45,DKK
MobilePay,Sale of Goods,-2270.32,DKK
Erhvervspartner,Nonbusiness costs,-11875.0,DKK
"Clearing: CLEARING-20234579039 (period May 202 / Funds: 418,00",Sale of Goods,418.0,EUR
Dk-Ind03.04,Sale of Goods,-257.95,DKK
Dk-Ind23.08,Sale of Goods,318.93,DKK
Dk3dsf23.06,Sale of Goods,1897.6,DKK
"Pensopay A/S, Vejle",Payment processing,0.0,DKK
Dk-Ind21.04,Sale of Goods,763.43,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind30.06,Sale of Goods,261.38,DKK
Dk3dsf05.04,Sale of Goods,690.95,DKK
Dk-Ind30.07,Sale of Goods,599.75,DKK
Dk-Ind03.08,Sale of Goods,681.05,DKK
"Datafeedwatch, Mijdrecht",Sale of Goods,-369.31,DKK
Dk-Ind15.08,Sale of Goods,686.4,DKK
Dk-Ind31.05,Sale of Goods,-37.0,DKK
Dk3dsf14.04,Sale of Goods,1011.65,DKK
Afdrag varelager,Inventory / Equipment,-1500.0,DKK
122223 0020008199582578 Bestelling 122223,Inventory / Equipment,-188.95,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Nets,Sale of Goods,14398.6,DKK
Dk-Ind11.05,Sale of Goods,2065.3,DKK
Dk-Ind26.06,Sale of Goods,812.4,DKK
Dk-Ind10.08,Sale of Goods,341.73,DKK
Allergica,Inventory / Equipment,-2761.44,DKK
Dk3dsf17.05,Sale of Goods,2214.9,DKK
Dk-Ind22.05,Sale of Goods,636.6,DKK
Dk-Ind28.07,Sale of Goods,904.75,DKK
Dk3dsf23.03,Sale of Goods,587.4,DKK
Dk3dsf04.08,Sale of Goods,125.53,DKK
Dk-Ind17.07,Sale of Goods,555.03,DKK
Dk-Ind15.08,Sale of Goods,1127.45,DKK
21132193MI 1030000755760674 ROLLZONE*,Inventory / Equipment,-147.56,EUR
"Klaviyo Inc. Software, Klaviyo.Com",Software and subscription services,0.0,DKK
Gebyr,Banking Fees,-250.0,DKK
089109000580423,Intragroup exchange,-4000.0,DKK
Dk-Ind24.07,Sale of Goods,188.6,DKK
Gebyr,Debit-/Credit payments,-250.0,DKK
Dk3dsf15.08,Sale of Goods,1310.55,DKK
Afdrag varelager,Inventory / Equipment,-1500.0,DKK
"Shopify* 159537969, Dublin",Software and subscription services,-3651.57,DKK
Dk-Ind16.08,Sale of Goods,129.7,DKK
A vogel,Inventory / Equipment,-8326.5,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Dk-Ind06.06,Sale of Goods,245.7,DKK
Dk-Ind23.08,Sale of Goods,347.25,DKK
Gebyr,Debit-/Credit payments,-9.0,DKK
Dk3dsf17.04,Sale of Goods,634.95,DKK
"Pensopay A/S, Vejle",Payment processing,-122.5,DKK
21195193MI 1030000757199589 ROLLZONE*,Inventory / Equipment,-177.81,EUR
Dk-Ind01.08,Sale of Goods,476.75,DKK
Dk-Ind17.07,Sale of Goods,399.83,DKK
"Shopify* 172702876, Dublin",Software and subscription services,-207.36,DKK
Dk-Ind06.06,Sale of Goods,185.54,DKK
"Shopify* 174278010, Dublin",Software and subscription services,0.0,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Dk-Ind17.05,Sale of Goods,256.3,DKK
Dk-Ind12.06,Sale of Goods,316.7,DKK
Afdrag varelager,Inventory / Equipment,-1500.0,DKK
Dk3dsf30.06,Sale of Goods,181.5,DKK
"ADS4649893433, ccØgoogle.co",Marketing and advertising,0.0,DKK
Advis 122208111402039,Sale of Goods,0.0,DKK
1050.00 EUR to UA Trading Company,Inventory / Equipment,1050.0,EUR
Dk-Ind17.03,Sale of Goods,166.5,DKK
Dk-Ind25.04,Sale of Goods,682.5,DKK
Dk-Ind29.03,Sale of Goods,871.95,DKK
Dk-Ind06.06,Sale of Goods,880.6,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
Dk-Ind19.05,Sale of Goods,286.4,DKK
Dk-Ind28.06,Sale of Goods,782.1,DKK
Dk-Ind07.06,Sale of Goods,711.35,DKK
Dk-Ind18.06,Sale of Goods,636.8,DKK
Dk-Ind24.04,Sale of Goods,323.7,DKK
Dk-Ind28.07,Sale of Goods,619.8,DKK
Dk-Ind28.03,Sale of Goods,811.0,DKK
-400.00 EUR to Mohammad Umair,Nonbusiness costs,-400.0,EUR
Dk-Ind12.08,Sale of Goods,288.65,DKK
Dk-Ind26.05,Sale of Goods,657.5,DKK
Dk-Ind18.06,Sale of Goods,160.65,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind24.05,Sale of Goods,1653.35,DKK
Dk-Ind19.04,Sale of Goods,1203.81,DKK
Dk-Ind26.05,Sale of Goods,195.85,DKK
B20230526X002HJX000654100162 0030014071125412 Instapark NL52ABNA0554667061,Nonbusiness costs,-34.19,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Nets,Sale of Goods,4064.05,DKK
20964193MI 1030000753769711 ROLLZONE*,Inventory / Equipment,-177.81,EUR
22114193MI 1030000773047669 ROLLZONE*,Inventory / Equipment,-16.94,EUR
"Gebyr udland 50,00 DKK KRON230523009SWW",Banking Fees,-50.0,DKK
Dk-Ind19.04,Sale of Goods,198.9,DKK
Dk-Ind30.07,Sale of Goods,228.3,DKK
Advis 122302011203043 / OVERFØRSEL,Transfer,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind28.06,Sale of Goods,508.8,DKK
Dk-Ind01.06,Sale of Goods,629.85,DKK
"Snap, 310-399-3339",Marketing and advertising,-24.83,DKK
Dk-Ind16.03,Sale of Goods,482.6,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind14.07,Sale of Goods,641.35,DKK
10852425 Txid 729294831 Multisafepay Payout merchant:10852425 26-05-2023,Sale of Goods,2557.62,EUR
Notanr,Debit-/Credit payments,-24.76,DKK
10852425 Txid 743707711 Multisafepay Payout merchant:10852425 02-07-2023,Sale of Goods,1932.37,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind30.06,Sale of Goods,2390.4,DKK
Dk-Ind03.07,Sale of Goods,680.4,DKK
Dk3dsf03.08,Sale of Goods,227.1,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind10.04,Sale of Goods,408.5,DKK
Helsam,Inventory / Equipment,-26689.02,DKK
Postering,Shipping & Logistics,-6000.0,DKK
WPTV3V 0030014131024250 bestelling McDonalds Beurs via,Nonbusiness costs,-31.3,EUR
"Gebyr udland 30,00 DKK KRON23060100B0E5",Banking Fees,-30.0,DKK
Dk-Ind18.08,Sale of Goods,129.95,DKK
-5500.00 EUR to UA Trading Company,Inventory / Equipment,-5500.0,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
10852425 Txid 736283121 Multisafepay Payout merchant:10852425 13-06-2023,Sale of Goods,3066.69,EUR
Dk3dsf03.04,Sale of Goods,742.1,DKK
Dk-Ind14.07,Sale of Goods,193.7,DKK
Postering,Shipping & Logistics,1967.63,DKK
"Jasper.Ai, Rollingwood",Software and subscription services,-405.57,DKK
"Shopify* 172702876, Dublin",Software and subscription services,0.0,DKK
"Ads5180743448, 650-253-0000",Marketing and advertising,-3164.52,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
"ADS4649893433, ccØgoogle.com",Marketing and advertising,-5322.3,DKK
Dk-Ind28.04,Sale of Goods,335.15,DKK
10852425 Txid 735482671 Multisafepay Payout merchant:10852425 11-06-2023,Sale of Goods,932.16,EUR
Dk-Ind20.08,Sale of Goods,393.25,DKK
"FACEBK 7RKPMQBTK2, fb.me/ads",Marketing and advertising,-9917.89,DKK
Dk-Ind10.08,Sale of Goods,501.4,DKK
Dk-Ind17.07,Sale of Goods,600.95,DKK
Dk-Ind01.08,Sale of Goods,265.7,DKK
Dk-Ind03.04,Sale of Goods,317.65,DKK
Dk-Ind10.04,Sale of Goods,558.4,DKK
Dk-Ind27.07,Sale of Goods,1930.1,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-2953.61,DKK
Dk-Ind09.05,Sale of Goods,403.4,DKK
Dk-Ind19.04,Sale of Goods,466.5,DKK
Dk3dsf19.04,Sale of Goods,111.65,DKK
Dk-Ind24.04,Sale of Goods,250.5,DKK
Dk-Ind08.05,Sale of Goods,1080.0,DKK
UITMRT 0030014024772540 bestelling Ekmekci via,Inventory / Equipment,-17.75,EUR
Dk-Ind28.06,Sale of Goods,189.3,DKK
Dk3dsf29.03,Sale of Goods,1213.33,DKK
-2400.00 EUR to UA Trading Company,Inventory / Equipment,-2400.0,EUR
ALLERGICA,Inventory / Equipment,-546.13,DKK
"Datafeedwatch, Mijdrecht",Sale of Goods,0.0,DKK
Dk-Ind22.03,Sale of Goods,617.1,DKK
Advis 122210251401564,Sale of Goods,0.0,DKK
Dk-Ind09.08,Sale of Goods,670.4,DKK
Dk-Ind06.06,Sale of Goods,601.8,DKK
"Clearing: CLEARING-20234635720 (period Jun 202 / Funds: 219,00",Sale of Goods,219.0,EUR
Dk3dsf22.05,Sale of Goods,887.15,DKK
Dk-Ind20.04,Sale of Goods,420.95,DKK
21490193MI 1030000761472963 ROLLZONE*,Inventory / Equipment,-562.65,EUR
Hadersl. Realsk,Intragroup exchange,-15000.0,DKK
Total kredit,Nonbusiness costs,-19287.34,DKK
Dk-Ind29.06,Sale of Goods,213.6,DKK
Dk3dsf16.03,Sale of Goods,304.8,DKK
Dk-Ind28.06,Sale of Goods,173.25,DKK
Dk-Ind15.08,Sale of Goods,709.5,DKK
Dk-Ind22.03,Sale of Goods,762.48,DKK
69307 - Partnerads,Marketing and advertising,0.0,DKK
-398.00 EUR to GoCardless,Loans/ Debts,-398.0,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Helsam A/S,Inventory / Equipment,-18049.19,DKK
Dk-Ind21.07,Sale of Goods,322.75,DKK
Dk3dsf06.07,Sale of Goods,342.93,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind10.04,Sale of Goods,204.45,DKK
Dk-Ind24.07,Sale of Goods,534.33,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-24.14,DKK
Shipmondo.com (DK),Shipping & Logistics,-500.0,DKK
Dk-Ind06.08,Sale of Goods,631.05,DKK
Dk-Ind16.06,Sale of Goods,629.85,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
Dk-Ind04.07,Sale of Goods,414.65,DKK
Dk-Ind10.07,Sale of Goods,688.5,DKK
Dk3dsf23.03,Sale of Goods,258.4,DKK
Helsam,Inventory / Equipment,-15354.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind20.07,Sale of Goods,285.6,DKK
"Snap, 310-399-3339",Marketing and advertising,-10.33,DKK
Dk-Ind22.08,Sale of Goods,210.0,DKK
Dk-Ind30.07,Sale of Goods,252.95,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Advis 122210281401507,Sale of Goods,0.0,DKK
Dk3dsf15.05,Sale of Goods,246.7,DKK
Advis 122302171202298 / OVERFØRSEL,Transfer,0.0,DKK
Dk-Ind17.05,Sale of Goods,228.45,DKK
Dk3dsf24.07,Sale of Goods,265.2,DKK
Anyday Settlement,Sale of Goods,2054.68,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind23.08,Sale of Goods,321.6,DKK
Dk3dsf01.05,Sale of Goods,189.3,DKK
Dk-Ind03.04,Sale of Goods,125.65,DKK
Dk-Ind02.06,Sale of Goods,396.75,DKK
Dk-Ind20.08,Sale of Goods,1183.6,DKK
Dk-Ind10.07,Sale of Goods,182.45,DKK
Udland - GUANGZHOU GUANGYANGZHIXING,Inventory / Equipment,-37133.14,DKK
Advis 122306221123343 / Fra HM Elteknik ApS,Sale of Goods,7800.0,DKK
Dk-Ind05.04,Sale of Goods,393.25,DKK
Dk3dsf21.07,Sale of Goods,152.35,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind25.05,Sale of Goods,348.2,DKK
Dk-Ind19.04,Sale of Goods,542.8,DKK
Dk-Ind22.08,Sale of Goods,781.89,DKK
Notanr,Debit-/Credit payments,-25.0,DKK
Nets,Sale of Goods,14453.54,DKK
Dk-Ind13.08,Sale of Goods,255.75,DKK
-200.00 EUR to Mohammad Umair,Nonbusiness costs,-200.0,EUR
Nets,Sale of Goods,10444.39,DKK
Advis 122206030902377,Sale of Goods,0.0,DKK
Dk-Ind16.08,Sale of Goods,281.05,DKK
10852425 Txid 738095161 Multisafepay Payout merchant:10852425 18-06-2023,Sale of Goods,1746.58,EUR
P2303201603OP00 Omk,Payment processing,-50.0,DKK
Dk-Ind29.03,Sale of Goods,375.0,DKK
Dk3dsf17.04,Sale of Goods,466.5,DKK
"Contentadlibitum.Dk, Viby",Marketing and advertising,-1875.0,DKK
Til 4440 0012525656,Intragroup exchange,-3000.0,DKK
Rente af indestående,Debit-/Credit payments,-77.76,DKK
"PostNord Porto, Koebenhavn S",Shipping & Logistics,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk3dsf16.03,Sale of Goods,720.7,DKK
02004478940011008237,Sale of Goods,399.25,DKK
Pinterest Ads,Marketing and advertising,-234.24,DKK
Dk-Ind29.03,Sale of Goods,1460.3,DKK
Dk-Ind06.06,Sale of Goods,292.95,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,-34039.67,DKK
Advis 122304041202401 / OVERFØRSEL,Sale of Goods,2268.26,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"FACEBK JN7D9QPTK2, fb.me/ads",Marketing and advertising,-6000.0,DKK
"Kapwing Pro Plan, Newark",Software and subscription services,0.0,DKK
Dk-Ind22.08,Sale of Goods,177.6,DKK
Dk-Ind22.05,Sale of Goods,634.0,DKK
Dk-Ind24.04,Sale of Goods,510.05,DKK
Dk-Ind04.04,Sale of Goods,1951.09,DKK
"FACEBK HPF6DQTTK2, fb.me/ads",Marketing and advertising,-6000.0,DKK
Dk-Ind19.04,Sale of Goods,534.5,DKK
Dk3dsf15.05,Sale of Goods,402.8,DKK
Jump A Lot ApS,Nonbusiness costs,-70.0,DKK
Dk-Ind05.04,Sale of Goods,541.75,DKK
Dk-Ind11.05,Sale of Goods,574.1,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-18481.25,DKK
Advis 122307101401592 / Credorax Bank Limite,Sale of Goods,8636.99,DKK
3100.00 EUR to UA Trading Company,Inventory / Equipment,3100.0,EUR
Dk-Ind09.05,Sale of Goods,240.85,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-2500.0,DKK
Dk-Ind14.07,Sale of Goods,209.7,DKK
"Pensopay A/S, Vejle",Payment processing,-995.0,DKK
Dk-Ind27.07,Sale of Goods,373.0,DKK
Dk-Ind08.05,Sale of Goods,236.9,DKK
Dk-Ind12.05,Sale of Goods,599.85,DKK
Dk3dsf24.03,Sale of Goods,795.6,DKK
20624193MI 1030000748815858 ROLLZONE*,Inventory / Equipment,-189.91,EUR
Dk3dsf27.03,Sale of Goods,1070.72,DKK
21961193MI 1030000770553493 ROLLZONE*,Inventory / Equipment,-18.15,EUR
Helsam,Inventory / Equipment,-31800.0,DKK
Dk-Ind14.07,Sale of Goods,464.9,DKK
Dk-Ind01.06,Sale of Goods,195.15,DKK
Dk-Ind02.06,Sale of Goods,266.45,DKK
Dk-Ind16.03,Sale of Goods,101.65,DKK
Dk-Ind16.05,Sale of Goods,216.4,DKK
"Gebyr udland 30,00 DKK KRON23060900BYYF",Banking Fees,-30.0,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Dk-Ind03.08,Sale of Goods,288.9,DKK
Dk-Ind29.06,Sale of Goods,635.5,DKK
Dk-Ind08.06,Sale of Goods,223.35,DKK
-1850.00 EUR to UA Trading Company,Inventory / Equipment,-1850.0,EUR
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
21788193MI 1030000766285393 ROLLZONE*,Inventory / Equipment,-477.95,EUR
Advis 122301091202405 / OVERFØRSEL,Transfer,0.0,DKK
Dk-Ind15.05,Sale of Goods,144.45,DKK
"Pensopay A/S, Vejle",Payment processing,0.0,DKK
Dk3dsf03.04,Sale of Goods,1308.55,DKK
Dk-Ind24.03,Sale of Goods,392.0,DKK
Dk-Ind12.05,Sale of Goods,190.6,DKK
22138193MI 1030000773359704 ROLLZONE*,Inventory / Equipment,-190.27,EUR
"Postnord Porto, Koebenhavn S",Shipping & Logistics,-285.0,DKK
Dk-Ind10.05,Sale of Goods,1399.5,DKK
Advis 122211150140469,Sale of Goods,5621.25,DKK
Dk-Ind09.07,Sale of Goods,146.58,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind26.06,Sale of Goods,285.49,DKK
Nets,Sale of Goods,771.26,DKK
Dk3dsf16.03,Sale of Goods,818.25,DKK
Advis 122212051202443,Sale of Goods,0.0,DKK
Dk-Ind12.06,Sale of Goods,212.15,DKK
Dk-Ind01.05,Sale of Goods,157.05,DKK
Dk-Ind11.07,Sale of Goods,613.23,DKK
"Esso Rdam Stadhouder ROTTERDAM, NL",Nonbusiness costs,-50.0,EUR
Postering,Shipping & Logistics,-94.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-19.84,DKK
Dk-Ind31.05,Sale of Goods,-702.4,DKK
"FACEBK FA5NNS32L2, fb.me/ads,",Marketing and advertising,-3000.0,DKK
Advis 122302201202360 / OVERFØRSEL,Transfer,0.0,DKK
Advis 122301310316560 / F:29/MS Branding A/S,Sale of Goods,0.0,DKK
Dk-Ind31.03,Sale of Goods,1148.8,DKK
Advis 122211231202470,Sale of Goods,11375.44,DKK
"FACEBK P7L6SMKXC2, fb.me/ads",Marketing and advertising,-61.41,DKK
Dk-Ind02.06,Sale of Goods,586.6,DKK
Dk3dsf01.08,Sale of Goods,1634.55,DKK
Faktura 34,Transfer,0.0,DKK
Dk-Ind12.07,Sale of Goods,2036.45,DKK
Dk-Ind14.07,Sale of Goods,611.35,DKK
Dk-Ind17.07,Sale of Goods,280.25,DKK
Dk-Ind23.06,Sale of Goods,564.79,DKK
Dk-Ind15.08,Sale of Goods,506.1,DKK
Nature Team,Inventory / Equipment,-2308.45,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,0.0,DKK
Dk-Ind28.06,Sale of Goods,289.5,DKK
Dk-Ind24.05,Sale of Goods,66.38,DKK
Dk-Ind22.05,Sale of Goods,226.0,DKK
Dk-Ind03.07,Sale of Goods,263.5,DKK
Dk-Ind08.05,Sale of Goods,354.27,DKK
Dk-Ind23.06,Sale of Goods,310.3,DKK
"FACEBK U7UUZLXTK2, fb.me/ads",Marketing and advertising,-6000.0,DKK
Dk-Ind24.07,Sale of Goods,284.2,DKK
Dk-Ind01.08,Sale of Goods,210.58,DKK
Dk3dsf24.04,Sale of Goods,234.5,DKK
Postering,Shipping & Logistics,-105.0,DKK
Dk3dsf17.08,Sale of Goods,1977.2,DKK
02004478940010408236,Sale of Goods,421.2,DKK
-8000.00 EUR to UA Trading Company,Inventory / Equipment,-8000.0,EUR
"Datafeedwatch, Mijdrecht",Sale of Goods,-368.69,DKK
Dk-Ind23.06,Sale of Goods,1571.5,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Advis 122211171402064,Sale of Goods,0.0,DKK
Dk-Ind31.03,Sale of Goods,2240.75,DKK
Helsam,Inventory / Equipment,-5800.0,DKK
-2274.37 EUR to GoCardless,Loans/ Debts,-2274.37,EUR
Dk3dsf30.07,Sale of Goods,502.05,DKK
Dk-Ind19.04,Sale of Goods,195.05,DKK
Dk-Ind17.07,Sale of Goods,1164.13,DKK
Dk-Ind01.06,Sale of Goods,1341.2,DKK
Dk-Ind26.05,Sale of Goods,388.2,DKK
"Postnord Porto, Koebenhavn S",Shipping & Logistics,0.0,DKK
10852425 Txid 749639563 Multisafepay Payout merchant:10852425 18-07-2023,Sale of Goods,1215.83,EUR
Dk-Ind23.08,Sale of Goods,180.9,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind23.03,Sale of Goods,496.9,DKK
Dk-Ind16.03,Sale of Goods,204.6,DKK
Desino,Marketing and advertising,-12500.0,DKK
CAMETTE APS,Inventory / Equipment,-1962.0,DKK
8045037,Intragroup exchange,-5625.0,DKK
Dk-Ind03.07,Sale of Goods,159.45,DKK
Dk3dsf30.05,Sale of Goods,478.5,DKK
"GSUITE_vitio.dk, Dublin",Software and subscription services,-67.1,DKK
21053193MI 1030000754746302 ROLLZONE*,Inventory / Equipment,-187.55,EUR
Dk-Ind03.08,Sale of Goods,185.2,DKK
Dk-Ind15.05,Sale of Goods,323.9,DKK
Til 5478 0000971765,Intragroup exchange,-9375.0,DKK
MobilePay AAMAND UDLEJNINGSCENTER A,Sale of Goods,-690.0,DKK
Dk-Ind01.08,Sale of Goods,265.4,DKK
B20230511X002HJX000646343058 0030013927403006 Instapark NL52ABNA0554667061,Nonbusiness costs,-14.64,EUR
Dk-Ind27.07,Sale of Goods,780.25,DKK
Dk-Ind26.05,Sale of Goods,273.7,DKK
Dk-Ind01.06,Sale of Goods,1312.85,DKK
Dk-Ind28.06,Sale of Goods,466.5,DKK
Dk-Ind04.08,Sale of Goods,200.88,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
Dk-Ind15.05,Sale of Goods,175.5,DKK
"Clerk.Io* Clerk.Io, Copenhagen S",Software and subscription services,-4610.26,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Advis 122211101202285,Sale of Goods,13201.33,DKK
Dk3dsf28.06,Sale of Goods,927.31,DKK
"Tunnel Liefkenshoek Nv Kallo, BE",Nonbusiness costs,-7.0,EUR
10852425 Txid 747877683 Multisafepay Payout merchant:10852425 13-07-2023,Sale of Goods,1760.5,EUR
"Circle K Orstedsvej, S, Skanderborg",Nonbusiness costs,-78.0,DKK
Dk-Ind02.06,Sale of Goods,466.5,DKK
Dk-Ind19.06,Sale of Goods,192.9,DKK
"FACEBK YGYKFQTTK2, fb.me/ads",Marketing and advertising,-6000.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
"Gulf Groningen Hoendie Groningen, Nl",Nonbusiness costs,-50.0,EUR
Dk-Ind15.05,Sale of Goods,222.9,DKK
Dk-Ind17.07,Sale of Goods,467.43,DKK
Dk-Ind20.08,Sale of Goods,290.9,DKK
Udland - ADTRACTION AB,Marketing and advertising,0.0,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
LeverandørService 53821MXNEY APS,Loans/ Debts,-30636.26,DKK
Dk-Ind22.08,Sale of Goods,1241.8,DKK
Dk-Ind10.05,Sale of Goods,693.6,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Nets,Sale of Goods,4306.36,DKK
"Microsoft*Store msbill.info, IE",Software and subscription services,-1.01,EUR
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-18.75,DKK
Dk-Ind02.06,Sale of Goods,413.1,DKK
-2274.37 EUR to GoCardless,Loans/ Debts,-2274.37,EUR
Dk-Ind03.04,Sale of Goods,370.45,DKK
Dk-Ind19.08,Sale of Goods,483.4,DKK
Dk-Ind31.05,Sale of Goods,193.7,DKK
Advis 122208041402076,Sale of Goods,0.0,DKK
Dk-Ind16.06,Sale of Goods,204.45,DKK
Dk-Ind11.05,Sale of Goods,515.4,DKK
Kontanten,Sale of Goods,5850.0,DKK
Dk-Ind25.04,Sale of Goods,383.75,DKK
Dk3dsf09.07,Sale of Goods,707.55,DKK
"Snap, 310-399-3339",Marketing and advertising,-24.48,DKK
Dk3dsf19.06,Sale of Goods,244.45,DKK
Dk-Ind28.07,Sale of Goods,477.3,DKK
Dk3dsf16.03,Sale of Goods,250.5,DKK
20944193MI 1030000753347016 ROLLZONE*,Inventory / Equipment,-889.35,EUR
Dk-Ind12.06,Sale of Goods,224.6,DKK
-398.00 EUR to GoCardless,Loans/ Debts,-398.0,EUR
Dk-Ind22.08,Sale of Goods,204.45,DKK
Chbjcph,Sale of Goods,-25550.0,DKK
Postering,Shipping & Logistics,-6000.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind16.03,Sale of Goods,682.5,DKK
"Ads3297518833, 650-253-0000",Marketing and advertising,-6000.0,DKK
Dk-Ind12.08,Sale of Goods,611.6,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-10156.72,DKK
"Snap, 310-399-3339",Marketing and advertising,-10.88,DKK
Dk-Ind24.05,Sale of Goods,139.5,DKK
"Ads5180743448, 650-253-0000",Marketing and advertising,0.0,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-35274.56,DKK
Dk-Ind22.08,Sale of Goods,497.8,DKK
Dk3dsf22.03,Sale of Goods,204.2,DKK
